"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"243","Ty Montgomery II (FA)","4","0","3","15","5.0","0","1","2","-2","0","0","1","0.0","0.0","0.0%"
"244","Marken Michel (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Tanner Gentry (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"246","Alex Erickson (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"247","Braylon Sanders (FA)","3","0","2","17","8.5","0","0","0","0","0","1","2","-0.3","-0.2","0.0%"
"248","Ihmir Smith-Marsette (ARI)","4","0.7","1","15","15.0","0","0","1","-1","0","1","4","-0.6","-0.2","1.0%"
"249","Deonte Harty (FA)","2","0","2","13","6.5","0","0","0","0","0","1","4","-0.7","-0.2","0.0%"
"250","KaVontae Turpin (DAL)","2","0.4","1","9","9.0","0","0","3","17","0","2","17","-1.4","-0.1","3.7%"
"251","Chester Rogers (FA)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
""
""
