"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"33","Troy Franklin (DEN)","104","17.9","65","709","10.9","9","6","5","12","0","1","17","112.1","6.6","54.4%"
"34","Romeo Doubs (GB)","85","18.6","55","724","13.2","12","6","0","0","0","0","16","110.4","6.9","51.0%"
"35","Tre Tucker (LV)","92","18.4","57","696","12.2","9","5","11","51","0","0","17","104.7","6.2","46.9%"
"36","Rome Odunze (CHI)","90","16.9","44","661","15.0","13","6","0","0","0","0","12","102.1","8.5","82.2%"
"37","Keenan Allen (LAC)","122","22.6","81","777","9.6","6","4","0","0","0","0","17","101.7","6.0","73.5%"
"38","Jakobi Meyers (JAC)","110","20","75","835","11.1","10","3","5","13","0","1","16","100.8","6.3","86.0%"
"39","Rashid Shaheed (SEA)","92","20.1","59","687","11.6","6","2","9","69","0","1","18","97.6","5.4","56.2%"
"40","Christian Watson (GB)","55","12.1","35","611","17.5","11","6","1","3","0","0","10","97.4","9.7","49.9%"
"41","Rashee Rice (KC)","78","14.2","53","571","10.8","9","5","5","20","1","0","8","97.1","12.1","87.3%"
"42","Khalil Shakir (BUF)","95","19.7","72","719","10.0","8","4","1","5","0","1","16","94.4","5.9","81.3%"
"43","Jordan Addison (MIN)","79","16.9","42","610","14.5","11","3","2","81","1","0","14","93.1","6.7","81.4%"
"44","Kayshon Boutte (NE)","46","9.3","33","551","16.7","10","6","0","0","0","0","14","91.1","6.5","18.8%"
"45","Brian Thomas Jr. (JAC)","91","16.6","48","707","14.7","11","2","3","21","1","0","14","90.8","6.5","91.5%"
"46","Marquise Brown (KC)","74","13.4","49","587","12.0","7","5","0","0","0","0","16","88.7","5.5","23.1%"
"47","Jayden Higgins (HOU)","68","12.2","41","525","12.8","5","6","0","0","0","0","17","88.5","5.2","38.6%"
"48","Marvin Harrison Jr. (ARI)","73","11.8","41","608","14.8","9","4","0","0","0","0","12","86.8","7.2","90.7%"
"49","Luther Burden III (CHI)","60","11.4","47","652","13.9","11","2","6","37","0","0","15","80.9","5.4","34.8%"
"50","Josh Downs (IND)","88","16.5","58","566","9.8","4","4","2","-2","0","1","16","78.4","4.9","55.4%"
"51","Chimere Dike (TEN)","74","14","48","423","8.8","6","4","11","18","0","1","17","78.1","4.6","22.4%"
"52","Terry McLaurin (WAS)","60","13.7","38","582","15.3","7","3","0","0","0","0","10","76.2","7.6","93.4%"
"53","Elic Ayomanor (TEN)","89","16.6","41","515","12.6","8","4","0","0","0","0","16","75.5","4.7","13.7%"
"54","Ryan Flournoy (DAL)","56","9.2","40","475","11.9","5","4","4","25","0","0","15","74.0","4.9","6.6%"
"55","Jalen Nailor (MIN)","53","11.4","29","444","15.3","9","4","2","13","0","0","17","71.7","4.2","3.0%"
"56","Jerry Jeudy (CLE)","106","20.5","50","602","12.0","6","2","1","5","0","1","17","70.7","4.2","71.3%"
"57","Malik Washington (MIA)","65","14.4","46","317","6.9","2","3","17","110","1","1","17","70.7","4.2","14.4%"
"58","Cooper Kupp (SEA)","70","15.6","47","593","12.6","8","2","0","0","0","1","16","70.3","4.4","59.7%"
"59","Xavier Worthy (KC)","73","13.2","42","532","12.7","9","1","11","87","0","0","14","67.9","4.9","81.1%"
"60","Mack Hollins (NE)","65","13.4","46","550","12.0","8","2","1","4","0","0","15","67.4","4.5","3.8%"
"61","DeMario Douglas (NE)","46","9.3","31","447","14.4","7","3","7","21","0","0","17","64.8","3.8","12.3%"
"62","Tez Johnson (TB)","44","8.3","28","322","11.5","3","5","8","24","0","0","16","64.6","4.0","15.0%"
"63","Keon Coleman (BUF)","59","12.2","38","404","10.6","5","4","0","0","0","1","13","64.4","5.0","33.3%"
"64","Garrett Wilson (NYJ)","59","12.5","36","395","11.0","4","4","0","0","0","0","7","63.5","9.1","79.1%"
"65","Xavier Hutchinson (HOU)","57","10.2","35","428","12.2","7","3","3","22","0","0","17","63.0","3.7","1.3%"
"66","Darius Slayton (NYG)","63","12.6","37","538","14.5","7","1","0","0","0","1","14","61.8","4.4","31.5%"
"67","Tyquan Thornton (KC)","37","6.7","19","438","23.1","11","3","0","0","0","0","14","61.8","4.4","1.2%"
"68","Isaac TeSlaa (DET)","27","5.1","16","239","14.9","3","6","0","0","0","0","17","59.9","3.5","7.6%"
"69","KaVontae Turpin (DAL)","38","6.3","26","396","15.2","5","2","17","89","0","1","15","58.5","3.9","3.7%"
"70","Jalen Coker (CAR)","43","8.8","33","394","11.9","6","3","0","0","0","1","11","57.4","5.2","18.2%"
"71","Andrei Iosivas (CIN)","58","9.9","33","435","13.2","7","2","3","14","0","0","17","56.9","3.3","9.9%"
"72","Marvin Mims Jr. (DEN)","51","8.7","37","322","8.7","6","1","12","78","1","1","16","56.0","3.5","27.5%"
"73","Calvin Austin III (PIT)","55","10.8","31","372","12.0","5","3","0","0","0","0","14","55.2","3.9","9.3%"
"74","Kendrick Bourne (SF)","53","9.6","37","551","14.9","5","0","0","0","0","0","16","55.1","3.4","4.0%"
"75","Adonai Mitchell (NYJ)","74","15.5","33","453","13.7","6","2","1","-4","0","1","16","54.9","3.4","31.3%"
"76","Mike Evans (TB)","61","11.3","30","368","12.3","5","3","0","0","0","0","8","54.8","6.9","93.8%"
"77","Xavier Legette (CAR)","64","13.2","35","363","10.4","7","3","1","0","0","0","15","54.3","3.6","12.4%"
"78","Ricky Pearsall (SF)","53","9.7","36","528","14.7","9","0","2","-2","0","0","10","52.6","5.3","59.8%"
"79","Tory Horton (SEA)","22","4.9","13","161","12.4","3","5","0","0","0","0","8","52.1","6.5","4.1%"
"80","Darnell Mooney (ATL)","72","14.2","32","443","13.8","5","1","0","0","0","0","15","50.3","3.4","53.6%"
"81","Chris Godwin Jr. (TB)","51","9.4","33","360","10.9","5","2","0","0","0","0","9","50.0","5.6","73.7%"
"82","Greg Dortch (ARI)","33","5.4","29","206","7.1","1","3","7","15","1","0","12","46.1","3.8","2.3%"
"83","Dontayvion Wicks (GB)","46","9.8","30","332","11.1","3","2","1","6","0","0","14","45.8","3.3","3.8%"
"84","Olamide Zaccheaus (CHI)","65","12.3","39","313","8.0","1","2","4","25","0","0","16","45.8","2.9","3.1%"
"85","DeAndre Hopkins (BAL)","39","9.3","22","330","15.0","5","2","0","0","0","0","17","45.0","2.6","4.3%"
"86","Pat Bryant (DEN)","49","8.4","31","378","12.2","4","1","0","0","0","0","15","43.8","2.9","4.3%"
"87","Sterling Shepard (TB)","53","9.7","39","371","9.5","5","1","4","19","0","1","13","43.0","3.3","2.6%"
"88","Kalif Raymond (DET)","30","5.4","24","289","12.0","4","1","2","19","0","0","15","42.8","2.9","0.6%"
"89","Jaylin Noel (HOU)","35","6.5","26","292","11.2","6","2","6","12","0","0","17","42.4","2.5","2.3%"
"90","Devaughn Vele (NO)","39","7","25","293","11.7","0","2","0","0","0","0","13","41.3","3.2","13.4%"
"91","Tyler Lockett (LV)","55","11","32","291","9.1","2","1","0","0","0","0","17","41.1","2.4","3.6%"
"92","Matthew Golden (GB)","44","9.8","29","361","12.4","7","0","10","49","0","0","14","41.0","2.9","31.8%"
"93","Van Jefferson (TEN)","52","10","29","350","12.1","6","1","0","0","0","0","16","41.0","2.6","0.9%"
"94","JuJu Smith-Schuster (KC)","45","8.1","33","345","10.5","3","1","0","0","0","0","17","40.5","2.4","1.8%"
"95","Luke McCaffrey (WAS)","15","3.5","11","203","18.5","3","3","0","0","0","0","9","40.3","4.5","2.1%"
"96","Tre Harris (LAC)","43","8.1","30","324","10.8","3","1","2","10","0","0","17","39.4","2.3","4.3%"
"97","Kyle Williams (NE)","21","4.2","10","209","20.9","3","3","2","3","0","0","17","39.2","2.3","7.0%"
"98","Malik Nabers (NYG)","35","7","18","271","15.1","5","2","0","0","0","0","4","39.1","9.8","29.7%"
"99","Cedric Tillman (CLE)","39","7.6","21","270","12.9","6","2","0","0","0","0","13","39.0","3.0","8.4%"
"100","John Metchie III (NYJ)","48","10.1","33","274","8.3","1","2","3","-5","0","0","16","38.9","2.4","6.5%"
"101","Isaiah Bond (CLE)","44","8.7","18","338","18.8","6","0","5","29","0","0","16","36.7","2.3","1.6%"
"102","Tim Patrick (JAC)","24","4.5","15","187","12.5","4","3","0","0","0","0","16","36.7","2.3","1.1%"
"103","Rashod Bateman (BAL)","38","9.2","19","224","11.8","3","2","0","0","0","0","13","36.4","2.8","12.6%"
"104","Demarcus Robinson (SF)","35","6.5","22","276","12.5","5","1","1","6","0","0","14","36.2","2.6","1.1%"
"105","Travis Hunter (JAC)","45","8.3","28","298","10.6","5","1","1","0","0","0","7","35.8","5.1","72.2%"
"106","Jaylin Lane (WAS)","32","7.5","16","225","14.1","3","0","1","7","0","1","15","33.2","2.2","1.0%"
"107","Isaiah Williams (NYJ)","36","7.5","26","193","7.4","1","0","3","34","0","1","15","32.7","2.2","0.6%"
"108","Tyreek Hill (MIA)","29","6.3","21","265","12.6","4","1","0","0","0","0","4","32.5","8.1","46.5%"
"109","Jahan Dotson (PHI)","36","7.3","18","262","14.6","4","1","0","0","0","0","17","32.2","1.9","1.1%"
"110","Devontez Walker (BAL)","8","1.9","6","136","22.7","4","3","0","0","0","0","11","31.6","2.9","0.6%"
"111","David Sills V (ATL)","36","7.1","18","191","10.6","3","2","0","0","0","0","17","31.1","1.8","0.8%"
"112","Tyrell Shavers (BUF)","23","4.6","15","245","16.3","6","1","0","0","0","0","17","30.5","1.8","1.0%"
"113","Xavier Smith (LAR)","24","4","18","303","16.8","5","0","0","0","0","0","16","30.3","1.9","0.6%"
"114","Calvin Ridley (TEN)","36","6.8","17","303","17.8","7","0","0","0","0","0","7","30.3","4.3","25.0%"
"115","Joshua Palmer (BUF)","37","7.5","22","303","13.8","4","0","0","0","0","0","12","30.3","2.5","5.3%"
"116","Christian Kirk (HOU)","52","9.2","28","239","8.5","3","1","0","0","0","0","13","29.9","2.3","23.8%"
"117","Dyami Brown (JAC)","37","6.7","20","227","11.4","2","1","6","30","0","1","15","29.7","2.0","1.7%"
"118","Jayden Reed (GB)","22","4.9","19","207","10.9","4","1","3","28","0","0","7","29.5","4.2","52.7%"
"119","Jalen Tolbert (DAL)","34","5.7","18","203","11.3","2","1","0","0","0","0","13","28.3","2.2","1.7%"
"120","Brandin Cooks (BUF)","36","7.3","24","279","11.6","4","0","0","0","0","0","15","27.9","1.9","1.9%"
"121","Chris Moore (WAS)","23","5.4","11","207","18.8","3","1","1","9","0","0","14","27.6","2.0","0.8%"
"122","Roman Wilson (PIT)","21","4.2","12","166","13.8","3","2","0","0","0","1","14","26.6","1.9","1.5%"
"123","Tyler Johnson (NYJ)","18","3.7","12","197","16.4","5","1","0","0","0","0","12","25.7","2.1","0.6%"
"124","Tutu Atwell (LAR)","15","2.6","6","192","32.0","3","1","0","0","0","0","10","25.2","2.5","1.3%"
"125","Gunner Olszewski (NYG)","13","2.6","10","145","14.5","3","1","0","0","0","1","16","23.8","1.5","0.2%"
"126","Mitch Tinsley (CIN)","24","4","8","116","14.5","1","2","0","0","0","0","17","23.6","1.4","0.6%"
"127","Jack Bech (LV)","29","5.8","20","224","11.2","2","0","0","0","0","0","16","22.4","1.4","3.2%"
"128","Lil'Jordan Humphrey (DEN)","25","4.3","13","156","12.0","2","1","0","0","0","0","10","21.6","2.2","0.7%"
"129","Hunter Renfrow (FA)","26","0","15","89","5.9","0","2","0","0","0","0","6","20.9","3.5","0.9%"
"130","Jahdae Walker (CHI)","10","2","6","87","14.5","1","2","0","0","0","0","7","20.7","3.0","0.2%"
"131","Adam Thielen (FA)","35","0","19","186","9.8","1","0","0","0","0","0","16","20.6","1.3","6.1%"
"132","Malachi Corley (CLE)","14","2.8","11","79","7.2","0","0","13","127","0","0","13","20.6","1.6","0.6%"
"133","Bo Melton (GB)","13","2.8","4","107","26.8","2","1","5","35","0","0","16","20.2","1.3","0.8%"
"134","Kevin Austin Jr. (NO)","23","4.1","13","140","10.8","1","1","0","0","0","0","8","20.0","2.5","1.2%"
"135","Theo Wease Jr. (MIA)","10","2.2","6","139","23.2","2","1","0","0","0","0","3","19.9","6.6","0.0%"
"136","Elijah Moore (DEN)","17","2.9","9","112","12.4","3","0","6","24","1","0","9","19.6","2.2","0.6%"
"137","Treylon Burks (WAS)","22","5.1","10","130","13.0","2","1","0","0","0","0","8","19.0","2.4","0.6%"
"138","Gabe Davis (BUF)","18","3.7","12","129","10.8","2","1","0","0","0","0","6","18.9","3.2","1.1%"
"139","Jordan Whittington (LAR)","25","4.4","18","171","9.5","2","0","3","12","0","0","17","18.3","1.1","1.3%"
"140","Zay Jones (ARI)","18","3","12","183","15.3","4","0","0","0","0","0","8","18.3","2.3","0.6%"
"141","Marquez Valdes-Scantling (PIT)","29","5.6","14","120","8.6","0","1","0","0","0","0","10","18.0","1.8","1.1%"
"142","Jalen McMillan (TB)","15","2.9","12","178","14.8","2","0","1","1","0","0","4","17.9","4.5","3.1%"
"143","Jimmy Horn Jr. (CAR)","15","3","11","108","9.8","1","0","8","69","0","0","13","17.7","1.4","0.6%"
"144","Isaiah Hodgins (NYG)","19","3.8","10","115","11.5","2","1","0","0","0","0","7","17.5","2.5","2.2%"
"145","Brycen Tremayne (CAR)","18","3.6","14","160","11.4","3","0","0","0","0","0","16","16.0","1.0","0.0%"
"146","Savion Williams (GB)","10","2.1","10","78","7.8","1","1","11","37","0","1","12","15.5","1.3","0.7%"
"147","Konata Mumpfield (LAR)","23","4","10","92","9.2","0","1","0","0","0","0","17","15.2","0.9","2.1%"
"148","Cody White (SEA)","4","0.8","3","90","30.0","2","1","0","0","0","0","9","15.0","1.7","0.0%"
"149","Ashton Dulin (IND)","10","1.9","5","106","21.2","3","0","3","44","0","0","12","15.0","1.3","0.0%"
"150","Curtis Samuel (BUF)","9","1.8","7","81","11.6","2","1","0","0","0","0","6","14.1","2.4","1.1%"
"151","Kameron Johnson (TB)","7","1.3","4","64","16.0","1","1","2","13","0","0","17","13.7","0.8","0.2%"
"152","Dont'e Thornton Jr. (LV)","30","6","10","135","13.5","3","0","0","0","0","0","15","13.5","0.9","2.4%"
"153","Efton Chism III (NE)","3","0.6","3","75","25.0","2","1","0","0","0","0","8","13.5","1.7","0.7%"
"154","Allen Lazard (FA)","18","0","10","70","7.0","0","1","0","0","0","0","10","13.0","1.3","0.8%"
"155","Ben Skowronek (PIT)","6","1.2","4","69","17.3","2","1","0","0","0","0","16","12.9","0.8","0.1%"
"156","Josh Reynolds (NYJ)","21","4.3","11","101","9.2","0","0","0","0","0","0","5","12.1","2.4","2.1%"
"157","Shedrick Jackson (LV)","5","1","4","56","14.0","1","1","1","3","0","0","5","11.9","2.4","1.0%"
"158","KeAndre Lambert-Smith (LAC)","12","2.3","5","51","10.2","0","1","0","0","0","0","10","11.1","1.1","0.6%"
"159","Dante Pettis (NO)","11","2","9","127","14.1","3","0","0","0","0","1","8","10.7","1.3","0.6%"
"160","Jamari Thrash (CLE)","15","3","10","107","10.7","3","0","0","0","0","0","9","10.7","1.2","0.6%"
"161","Tylan Wallace (BAL)","8","1.8","4","45","11.3","0","1","0","0","0","0","14","10.5","0.8","0.6%"
"162","Skyy Moore (SF)","7","1.4","5","87","17.4","2","0","2","11","0","0","17","9.8","0.6","1.9%"
"163","Mason Tipton (NO)","17","3.1","11","76","6.9","0","0","4","18","0","0","13","9.4","0.7","0.7%"
"164","Casey Washington (ATL)","14","2.8","6","94","15.7","1","0","0","0","0","0","7","9.4","1.3","0.0%"
"165","Ryan Miller (NYG)","4","0.8","2","34","17.0","1","1","0","0","0","0","13","9.4","0.7","1.0%"
"166","Darius Cooper (PHI)","11","2.3","9","92","10.2","0","0","0","0","0","0","13","9.2","0.7","1.6%"
"167","Michael Bandy (DEN)","4","0.7","4","50","12.5","1","1","0","0","0","1","4","9.0","2.3","0.0%"
"168","Nick Westbrook-Ikhine (MIA)","20","4.4","11","89","8.1","0","0","0","0","0","0","15","8.9","0.6","1.0%"
"169","Malik Heath (ATL)","7","1.4","6","86","14.3","1","0","0","0","0","0","11","8.6","0.8","1.0%"
"170","Noah Brown (WAS)","10","2.3","5","83","16.6","1","0","0","0","0","0","4","8.3","2.1","0.8%"
"171","Ronnie Bell (NO)","4","0.7","2","23","11.5","0","1","0","0","0","0","2","8.3","4.2","0.0%"
"172","Ray-Ray McCloud III (FA)","15","0","7","69","9.9","1","0","0","0","0","0","6","6.9","1.2","0.9%"
"173","Xavier Weaver (ARI)","13","2.2","7","67","9.6","1","0","0","0","0","0","9","6.7","0.7","0.1%"
"174","James Proche II (TEN)","12","2.3","6","65","10.8","1","0","0","0","0","0","9","6.5","0.7","0.0%"
"175","Arian Smith (NYJ)","16","3.2","7","52","7.4","1","0","4","13","0","0","16","6.5","0.4","0.7%"
"176","Scotty Miller (PIT)","14","2.7","9","62","6.9","0","0","0","0","0","0","13","6.2","0.5","0.1%"
"177","Charlie Jones (CIN)","1","0.2","0","0","0","0","0","0","0","0","0","14","6.0","0.4","0.6%"
"178","Gage Larvadain (CLE)","14","2.8","7","71","10.1","0","0","1","3","0","1","13","5.4","0.4","0.0%"
"179","Robbie Chosen (FA)","9","0","5","53","10.6","0","0","0","0","0","0","3","5.3","1.8","0.0%"
"180","Mason Kinsey (TEN)","4","0.8","2","48","24.0","1","0","0","0","0","0","10","4.8","0.5","0.0%"
"181","Dareke Young (SEA)","3","0.6","2","48","24.0","1","0","0","0","0","0","9","4.8","0.5","0.0%"
"182","Austin Trammell (JAC)","10","1.8","3","46","15.3","0","0","0","0","0","0","6","4.6","0.8","0.0%"
"183","Cedrick Wilson Jr. (MIA)","9","1.8","5","44","8.8","0","0","0","0","0","0","10","4.4","0.4","1.1%"
"184","Dylan Drummond (ATL)","11","2.2","7","42","6.0","0","0","0","0","0","0","9","4.2","0.5","0.0%"
"185","Dee Eskridge (MIA)","7","1.4","4","62","15.5","1","0","0","0","0","1","13","4.2","0.3","0.0%"
"186","Xavier Restrepo (TEN)","7","1.3","3","41","13.7","0","0","0","0","0","0","2","4.1","2.1","0.7%"
"187","Braxton Berrios (HOU)","8","1.4","6","37","6.2","0","0","0","0","0","0","4","3.7","0.9","0.6%"
"188","Tom Kennedy (DET)","4","0.7","4","36","9.0","1","0","0","0","0","0","6","3.6","0.6","0.6%"
"189","Jalin Hyatt (NYG)","14","2.8","5","35","7.0","0","0","0","0","0","0","8","3.5","0.4","0.9%"
"190","Velus Jones Jr. (SEA)","0","0","0","0","0","0","0","4","32","0","0","6","3.2","0.5","0.0%"
"191","Deven Thompkins (ATL)","3","0.6","3","27","9.0","0","0","1","5","0","0","7","3.2","0.5","0.0%"
"192","Nikko Remigio (KC)","1","0.2","1","21","21.0","1","0","1","11","0","0","14","3.2","0.2","0.6%"
"193","Jalen Brooks (ARI)","6","1","3","51","17.0","1","0","0","0","0","1","6","3.1","0.5","0.6%"
"194","KhaDarel Hodge (ATL)","10","1.9","3","31","10.3","0","0","0","0","0","0","12","3.1","0.3","0.7%"
"195","Justin Watson (HOU)","4","0.8","3","30","10.0","0","0","0","0","0","0","3","3.0","1.0","1.8%"
"196","Devin Duvernay (CHI)","5","1","2","26","13.0","1","0","0","0","0","0","17","2.6","0.2","0.6%"
"197","Jordan Watkins (SF)","3","0.6","2","26","13.0","0","0","0","0","0","0","5","2.6","0.5","1.2%"
"198","Jonathan Mingo (DAL)","5","1","1","25","25.0","1","0","0","0","0","0","6","2.5","0.4","0.6%"
"199","Tai Felton (MIN)","3","0.6","3","25","8.3","0","0","0","0","0","0","14","2.5","0.2","0.6%"
"200","Beaux Collins (NYG)","6","1.2","2","25","12.5","0","0","0","0","0","0","9","2.5","0.3","0.0%"
"201","Tay Martin (FA)","2","0","2","23","11.5","0","0","0","0","0","0","3","2.3","0.8","0.0%"
"202","Trent Sherfield Sr. (NE)","5","1","3","21","7.0","0","0","0","0","0","0","12","2.1","0.2","0.0%"
"203","Jared Wayne (HOU)","2","0.4","2","20","10.0","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"204","Jake Bobo (SEA)","2","0.4","2","20","10.0","0","0","0","0","0","0","11","2.0","0.2","0.8%"
"205","Britain Covey (PHI)","4","0.9","2","20","10.0","0","0","0","0","0","0","6","2.0","0.3","0.1%"
"206","David Moore (CAR)","1","0.2","1","5","5.0","0","0","1","12","0","0","4","1.7","0.4","0.8%"
"207","Tahj Washington (MIA)","5","1.1","3","37","12.3","0","0","0","0","0","1","6","1.7","0.3","1.0%"
"208","Jakobie Keeney-James (GB)","2","0.4","2","15","7.5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"209","Tim Jones (JAC)","1","0.2","1","15","15.0","0","0","0","0","0","0","4","1.5","0.4","0.0%"
"210","Alex Bachman (LV)","3","0.6","2","12","6.0","0","0","0","0","0","0","13","1.2","0.1","0.0%"
"211","Quentin Skinner (NYJ)","1","0.2","1","10","10.0","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"212","Andre Baccellia (ARI)","4","0.7","2","8","4.0","0","0","0","0","0","0","5","0.8","0.2","0.1%"
"213","Bryce Oliver (TEN)","1","0.2","1","8","8.0","0","0","0","0","0","0","3","0.8","0.3","0.0%"
"214","Anthony Gould (IND)","2","0.4","2","6","3.0","0","0","0","0","0","0","11","0.6","0.1","0.6%"
"215","Jalen Royals (KC)","3","0.5","2","4","2.0","0","0","0","0","0","0","7","0.4","0.1","1.4%"
"216","Samori Toure (NO)","3","0.5","1","3","3.0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"217","Ainias Smith (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"218","Avery Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"219","Simi Fehoko (ARI)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.0%"
"220","Chris Tyree (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Traeshon Holden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"222","Ja'Corey Brooks (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"223","Mario Williams (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Malik Cunningham (DET)","0","0","0","0","0","0","0","1","1","0","0","1","0.0","0.0","1.1%"
"225","AJ Henning (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Cornelius Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"227","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"228","Dan Chisena (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"229","Kristian Wilkerson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"230","Ihmir Smith-Marsette (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"231","Seth Williams (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"232","Brandon Aiyuk (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33.9%"
"233","Rondale Moore (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"234","Quez Watkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","John Jiles (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"237","Cole Burgess (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Qadir Ismail (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"239","Da'Quan Felton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
