"Rank","Player","TGT","TGT %","REC","YDS","Y/R","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"244","Damion Ratley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"245","Jordan Veasy (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"246","Vyncint Smith (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"247","JoJo Natson (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"248","Justin Hardee Sr. (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"249","River Cracraft (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"250","Nsimba Webster (FA)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"251","Tyrie Cleveland (FA)","1","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"252","Antonio Gandy-Golden (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"253","John Hightower (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"254","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"255","Cody Thompson (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"256","Devin Smith (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"257","Ty Montgomery II (FA)","26","0","16","95","5.9","1","0","15","44","0","0","14","0.0","0.0","0.0%"
"258","Ryan Switzer (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"259","David Moore (CAR)","2","0.3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.8%"
"260","Rodney Adams (FA)","1","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"261","Geronimo Allison (FA)","2","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"262","Alex Bachman (LV)","0","0","0","0","0","0","0","1","-3","0","0","2","-0.3","-0.2","0.0%"
"263","Malik Taylor (FA)","3","0","2","14","7.0","0","0","0","0","0","1","7","-0.6","-0.1","0.0%"
"264","Racey McMath (FA)","6","0","2","8","4.0","0","0","0","0","0","1","6","-1.2","-0.2","0.0%"
"265","Travis Benjamin (FA)","5","0","0","0","0","0","0","0","0","0","1","5","-2.0","-0.4","1.0%"
"266","J.J. Koski (FA)","0","0","0","0","0","0","0","0","0","0","1","3","-2.0","-0.7","0.0%"
"267","Diontae Spencer (FA)","4","0","1","-3","-3.0","0","0","0","0","0","2","15","-4.3","-0.3","0.0%"
""
""
